userid,checktime,verifycode,workcode,sn
16,2025-10-07 12:56:52,0,0,A5NS193461028
13,2025-10-07 17:39:39,0,0,A5NS193461028
5,2025-10-08 05:07:30,0,0,A5NS193461028
5,2025-10-08 05:07:31,0,0,A5NS193461028
13,2025-10-08 08:49:31,0,0,A5NS193461028
8,2025-10-08 10:32:59,0,0,A5NS193461028
7,2025-10-08 11:04:51,0,0,A5NS193461028
3,2025-10-08 11:30:46,0,0,A5NS193461028
5,2025-10-08 12:13:47,0,0,A5NS193461028
5,2025-10-08 12:13:48,0,0,A5NS193461028
12,2025-10-08 12:14:03,0,0,A5NS193461028
3,2025-10-08 16:10:59,0,0,A5NS193461028
5,2025-10-08 19:38:44,0,0,A5NS193461028
15,2025-10-08 19:53:57,0,0,A5NS193461028
5,2025-10-09 05:05:17,0,0,A5NS193461028
1,2025-10-09 07:43:42,0,0,A5NS193461028
5,2025-10-09 07:44:07,0,0,A5NS193461028
13,2025-10-09 10:11:10,0,0,A5NS193461028
29,2025-10-09 10:38:35,0,0,A5NS193461028
1,2025-10-09 11:15:40,0,0,A5NS193461028
7,2025-10-09 11:15:57,0,0,A5NS193461028
13,2025-10-09 12:13:36,0,0,A5NS193461028
1,2025-10-09 12:16:21,0,0,A5NS193461028
5,2025-10-09 12:16:39,0,0,A5NS193461028
5,2025-10-09 12:16:41,0,0,A5NS193461028
1,2025-10-09 15:22:23,0,0,A5NS193461028
1,2025-10-09 16:09:06,0,0,A5NS193461028
5,2025-10-09 19:36:20,0,0,A5NS193461028
5,2025-10-10 05:06:01,0,0,A5NS193461028
5,2025-10-10 08:53:44,0,0,A5NS193461028
15,2025-10-13 03:30:08,0,0,A5NS193461028
13,2025-10-13 08:51:52,0,0,A5NS193461028
7,2025-10-13 11:04:28,0,0,A5NS193461028
1,2025-10-13 11:16:22,0,0,A5NS193461028
16,2025-10-13 13:30:51,0,0,A5NS193461028
15,2025-10-13 13:59:06,0,0,A5NS193461028
16,2025-10-13 14:06:48,0,0,A5NS193461028
16,2025-10-13 14:06:49,0,0,A5NS193461028
5,2025-10-14 05:02:58,0,0,A5NS193461028
13,2025-10-14 09:10:13,0,0,A5NS193461028
8,2025-10-14 10:43:03,0,0,A5NS193461028
7,2025-10-14 10:55:36,0,0,A5NS193461028
9,2025-10-14 11:02:08,0,0,A5NS193461028
5,2025-10-14 19:35:05,0,0,A5NS193461028
13,2025-10-15 09:12:59,0,0,A5NS193461028
5,2025-10-15 09:24:19,0,0,A5NS193461028
5,2025-10-15 09:24:20,0,0,A5NS193461028
4,2025-10-15 10:32:46,0,0,A5NS193461028
16,2025-10-15 10:40:27,0,0,A5NS193461028
7,2025-10-15 11:04:16,0,0,A5NS193461028
3,2025-10-15 12:43:52,0,0,A5NS193461028
3,2025-10-15 12:43:54,0,0,A5NS193461028
4,2025-10-15 15:04:19,0,0,A5NS193461028
16,2025-10-15 15:45:47,0,0,A5NS193461028
15,2025-10-15 16:28:24,0,0,A5NS193461028
3,2025-10-16 08:22:57,0,0,A5NS193461028
3,2025-10-16 08:22:58,0,0,A5NS193461028
13,2025-10-16 09:00:10,0,0,A5NS193461028
4,2025-10-16 10:51:48,0,0,A5NS193461028
7,2025-10-16 10:54:28,0,0,A5NS193461028
9,2025-10-16 11:05:57,0,0,A5NS193461028
3,2025-10-16 12:08:09,0,0,A5NS193461028
29,2025-10-16 17:36:07,0,0,A5NS193461028
29,2025-10-16 17:40:29,0,0,A5NS193461028
15,2025-10-18 17:17:51,0,0,A5NS193461028
15,2025-10-19 03:52:19,0,0,A5NS193461028
7,2025-10-20 11:03:35,0,0,A5NS193461028
9,2025-10-20 11:52:09,0,0,A5NS193461028
13,2025-10-21 08:57:51,0,0,A5NS193461028
3,2025-10-21 09:49:18,0,0,A5NS193461028
8,2025-10-21 10:14:08,0,0,A5NS193461028
9,2025-10-21 10:53:05,0,0,A5NS193461028
7,2025-10-21 10:54:16,0,0,A5NS193461028
3,2025-10-21 11:13:49,0,0,A5NS193461028
5,2025-10-21 12:15:12,0,0,A5NS193461028
5,2025-10-22 05:00:11,0,0,A5NS193461028
13,2025-10-22 09:01:40,0,0,A5NS193461028
7,2025-10-22 11:19:44,0,0,A5NS193461028
5,2025-10-22 12:17:43,0,0,A5NS193461028
5,2025-10-23 04:59:40,0,0,A5NS193461028
13,2025-10-23 09:04:50,0,0,A5NS193461028
8,2025-10-23 10:52:38,0,0,A5NS193461028
7,2025-10-23 11:04:35,0,0,A5NS193461028
9,2025-10-23 11:23:51,0,0,A5NS193461028
13,2025-10-23 12:14:21,0,0,A5NS193461028
14,2025-10-23 12:58:58,0,0,A5NS193461028
15,2025-10-23 15:51:22,0,0,A5NS193461028
13,2025-10-27 08:42:12,0,0,A5NS193461028
7,2025-10-27 11:15:59,0,0,A5NS193461028
9,2025-10-27 11:23:57,0,0,A5NS193461028
9,2025-10-27 15:09:29,0,0,A5NS193461028
5,2025-10-28 05:01:24,0,0,A5NS193461028
13,2025-10-28 09:02:57,0,0,A5NS193461028
3,2025-10-28 09:56:40,0,0,A5NS193461028
14,2025-10-28 10:54:11,0,0,A5NS193461028
7,2025-10-28 10:54:29,0,0,A5NS193461028
5,2025-10-29 04:59:16,0,0,A5NS193461028
13,2025-10-29 08:58:35,0,0,A5NS193461028
14,2025-10-29 10:18:32,0,0,A5NS193461028
8,2025-10-29 10:20:02,0,0,A5NS193461028
7,2025-10-29 10:53:21,0,0,A5NS193461028
9,2025-10-29 11:35:26,0,0,A5NS193461028
13,2025-10-29 12:45:49,0,0,A5NS193461028
3,2025-10-29 15:21:36,0,0,A5NS193461028
5,2025-10-30 04:58:21,0,0,A5NS193461028
13,2025-10-30 09:40:32,0,0,A5NS193461028
8,2025-10-30 10:17:33,0,0,A5NS193461028
9,2025-10-30 11:06:20,0,0,A5NS193461028
7,2025-10-30 11:15:28,0,0,A5NS193461028
15,2025-10-30 11:15:39,0,0,A5NS193461028
5,2025-10-30 12:13:59,0,0,A5NS193461028
5,2025-10-30 12:14:00,0,0,A5NS193461028
13,2025-10-30 12:57:54,0,0,A5NS193461028
5,2025-10-30 19:03:25,0,0,A5NS193461028
5,2025-10-30 19:03:27,0,0,A5NS193461028
5,2025-10-30 19:40:36,0,0,A5NS193461028
15,2025-10-31 01:08:29,0,0,A5NS193461028
5,2025-10-31 04:55:56,0,0,A5NS193461028
12,2025-10-31 07:10:28,0,0,A5NS193461028
13,2025-10-31 10:30:27,0,0,A5NS193461028
13,2025-10-31 12:11:04,0,0,A5NS193461028
5,2025-10-31 12:19:50,0,0,A5NS193461028
15,2025-10-31 13:16:14,0,0,A5NS193461028
